"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
677566,3,,3,,87,,4,,85,,3,,79,,3,,83,,76,,511,,22,,
677586,4,,4,,90,,3,,84,,3,,80,,4,,89,,84,,189,,18,,
677594,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677604,Not Available,11,Not Available,11,96,11,Not Available,11,91,11,Not Available,11,89,11,Not Available,11,96,11,93,11,31,11,37,11,11
677605,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677616,5,,4,,90,,5,,92,,5,,88,,4,,90,,84,,163,,23,,
677617,5,11,5,11,95,11,5,11,87,11,5,11,95,11,5,11,93,11,96,11,50,11,47,11,11
677620,3,11,3,11,85,11,3,11,83,11,4,11,86,11,2,11,75,11,75,11,43,11,33,11,11
677624,5,,5,,95,,5,,91,,5,,90,,5,,97,,92,,169,,33,,
677648,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677660,5,,4,,92,,5,,88,,5,,91,,4,,90,,82,,102,,24,,
677661,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677665,3,,4,,90,,4,,86,,2,,75,,3,,84,,79,,131,,35,,
677668,2,11,1,11,81,11,1,11,78,11,3,11,82,11,1,11,79,11,73,11,44,11,10,11,11
677672,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677686,5,11,5,11,96,11,5,11,92,11,5,11,90,11,5,11,97,11,93,11,47,11,32,11,11
677694,3,,3,,88,,4,,85,,3,,79,,3,,85,,75,,312,,28,,
677720,4,,3,,90,,5,,89,,3,,82,,3,,86,,76,,211,,25,,
677734,Not Available,11,Not Available,11,85,11,Not Available,11,82,11,Not Available,11,89,11,Not Available,11,72,11,62,11,25,11,12,11,11
677735,4,,4,,92,,4,,87,,3,,80,,4,,90,,78,,97,,28,,
677789,5,,4,,92,,5,,92,,5,,90,,4,,91,,89,,79,,31,,
677796,5,,4,,93,,5,,96,,5,,93,,4,,90,,83,,85,,31,,
677803,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677805,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677807,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677808,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677809,Not Available,9,Not Available,9,94,9,Not Available,9,82,9,Not Available,9,91,9,Not Available,9,98,9,77,9,7,9,10,9,9
677810,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677811,5,,5,,92,,5,,91,,4,,86,,5,,90,,89,,140,,28,,
677814,4,,3,,88,,4,,87,,4,,84,,3,,84,,77,,251,,21,,
677816,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677817,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677819,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677822,3,,3,,88,,4,,84,,3,,80,,3,,83,,74,,86,,19,,
677823,Not Available,9,Not Available,9,98,9,Not Available,9,97,9,Not Available,9,100,9,Not Available,9,95,9,95,9,2,9,13,9,9
677824,Not Available,11,Not Available,11,99,11,Not Available,11,100,11,Not Available,11,92,11,Not Available,11,100,11,73,11,12,11,17,11,11
677825,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677826,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677827,Not Available,11,Not Available,11,84,11,Not Available,11,85,11,Not Available,11,88,11,Not Available,11,77,11,81,11,26,11,14,11,11
677828,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677830,3,,3,,89,,4,,87,,3,,80,,3,,85,,78,,243,,27,,
677831,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677832,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677834,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677836,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677839,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677841,Not Available,11,Not Available,11,99,11,Not Available,11,98,11,Not Available,11,98,11,Not Available,11,99,11,99,11,24,11,16,11,11
677845,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677846,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677847,2,,2,,85,,2,,75,,2,,75,,3,,79,,65,,357,,23,,
677851,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677852,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677854,Not Available,11,Not Available,11,86,11,Not Available,11,84,11,Not Available,11,84,11,Not Available,11,82,11,87,11,15,11,35,11,11
677855,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677856,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677859,Not Available,11,Not Available,11,100,11,Not Available,11,97,11,Not Available,11,92,11,Not Available,11,97,11,85,11,15,11,29,11,11
677863,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677864,4,,4,,90,,4,,87,,5,,90,,3,,85,,84,,173,,40,,
677865,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677866,Not Available,11,Not Available,11,94,11,Not Available,11,89,11,Not Available,11,70,11,Not Available,11,89,11,82,11,29,11,18,11,11
677867,Not Available,9,Not Available,9,87,9,Not Available,9,83,9,Not Available,9,80,9,Not Available,9,42,9,53,9,10,9,12,9,9
677868,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677869,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677870,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677874,2,,1,,79,,3,,81,,2,,75,,2,,77,,62,,139,,10,,
677875,Not Available,9,Not Available,9,68,9,Not Available,9,51,9,Not Available,9,66,9,Not Available,9,39,9,21,9,8,9,11,9,9
677878,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677881,Not Available,11,Not Available,11,98,11,Not Available,11,96,11,Not Available,11,93,11,Not Available,11,94,11,95,11,17,11,19,11,11
677884,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677887,5,,5,,98,,5,,98,,5,,95,,5,,99,,94,,77,,54,,
677889,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677890,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677891,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677893,4,11,4,11,91,11,4,11,90,11,3,11,80,11,4,11,91,11,85,11,45,11,27,11,11
677894,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677896,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677897,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677898,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677899,Not Available,9,Not Available,9,94,9,Not Available,9,72,9,Not Available,9,88,9,Not Available,9,100,9,100,9,3,9,5,9,9
677907,Not Available,9,Not Available,9,99,9,Not Available,9,90,9,Not Available,9,72,9,Not Available,9,100,9,100,9,9,9,45,9,9
677910,Not Available,11,Not Available,11,94,11,Not Available,11,86,11,Not Available,11,87,11,Not Available,11,75,11,88,11,12,11,27,11,11
677911,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677913,4,,4,,89,,4,,84,,3,,81,,4,,88,,75,,124,,21,,
677914,Not Available,11,Not Available,11,90,11,Not Available,11,96,11,Not Available,11,90,11,Not Available,11,100,11,100,11,11,11,13,11,11
677915,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677916,4,,4,,91,,4,,85,,2,,75,,4,,87,,80,,140,,22,,
677917,5,,5,,93,,5,,92,,5,,92,,4,,90,,90,,134,,30,,
677920,5,11,5,11,95,11,5,11,92,11,5,11,95,11,5,11,97,11,92,11,68,11,35,11,11
677921,2,11,1,11,81,11,2,11,77,11,2,11,76,11,1,11,73,11,62,11,58,11,23,11,11
677926,3,11,3,11,85,11,4,11,85,11,2,11,77,11,4,11,89,11,74,11,63,11,17,11,11
677927,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677928,Not Available,11,Not Available,11,76,11,Not Available,11,95,11,Not Available,11,94,11,Not Available,11,92,11,98,11,12,11,11,11,11
677929,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677932,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677933,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677935,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677936,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677937,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677938,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677941,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677942,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677943,4,,4,,89,,4,,86,,3,,83,,3,,85,,82,,628,,42,,
677944,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677945,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677946,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677948,Not Available,11,Not Available,11,85,11,Not Available,11,76,11,Not Available,11,89,11,Not Available,11,81,11,70,11,22,11,17,11,11
677949,Not Available,9,Not Available,9,75,9,Not Available,9,66,9,Not Available,9,82,9,Not Available,9,67,9,16,9,4,9,4,9,9
677950,Not Available,11,Not Available,11,88,11,Not Available,11,85,11,Not Available,11,88,11,Not Available,11,71,11,71,11,11,11,10,11,11
677951,4,,4,,90,,5,,88,,4,,85,,4,,91,,85,,96,,25,,
677952,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677953,Not Available,9,Not Available,9,91,9,Not Available,9,83,9,Not Available,9,96,9,Not Available,9,100,9,75,9,5,9,10,9,9
677954,Not Available,11,Not Available,11,90,11,Not Available,11,87,11,Not Available,11,86,11,Not Available,11,91,11,72,11,21,11,30,11,11
677955,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677956,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677957,Not Available,11,Not Available,11,89,11,Not Available,11,97,11,Not Available,11,97,11,Not Available,11,97,11,80,11,13,11,18,11,11
677958,Not Available,9,Not Available,9,99,9,Not Available,9,99,9,Not Available,9,96,9,Not Available,9,98,9,95,9,2,9,10,9,9
677961,4,11,4,11,89,11,4,11,84,11,2,11,71,11,4,11,88,11,74,11,69,11,26,11,11
677962,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677964,5,11,5,11,98,11,5,11,96,11,4,11,86,11,5,11,97,11,94,11,68,11,24,11,11
677967,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677968,Not Available,11,Not Available,11,68,11,Not Available,11,62,11,Not Available,11,74,11,Not Available,11,65,11,61,11,12,11,21,11,11
677970,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677976,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677981,4,,3,,89,,5,,90,,5,,88,,4,,90,,76,,75,,15,,
677982,3,11,2,11,84,11,3,11,82,11,4,11,87,11,3,11,83,11,77,11,48,11,29,11,11
677983,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677984,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677987,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677990,3,,3,,88,,2,,79,,2,,75,,3,,79,,73,,240,,21,,
677992,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677993,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677994,2,,1,,81,,2,,78,,2,,74,,2,,78,,68,,400,,8,,
677997,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
677999,Not Available,11,Not Available,11,78,11,Not Available,11,71,11,Not Available,11,65,11,Not Available,11,70,11,69,11,34,11,16,11,11
678008,5,,4,,91,,5,,88,,5,,93,,4,,92,,87,,141,,35,,
678027,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678032,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678034,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678039,5,,4,,93,,5,,90,,5,,88,,5,,92,,88,,117,,19,,
678058,5,10,5,10,96,10,5,10,94,10,5,10,88,10,5,10,93,10,90,10,75,10,19,10,10
678078,3,,3,,89,,4,,86,,3,,83,,3,,84,,80,,162,,28,,
678086,Not Available,11,Not Available,11,77,11,Not Available,11,67,11,Not Available,11,65,11,Not Available,11,56,11,46,11,17,11,15,11,11
678094,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678101,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678109,Not Available,9,Not Available,9,98,9,Not Available,9,100,9,Not Available,9,89,9,Not Available,9,100,9,87,9,6,9,8,9,9
678137,5,11,5,11,98,11,5,11,97,11,5,11,94,11,5,11,97,11,96,11,62,11,58,11,11
678144,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678148,Not Available,9,Not Available,9,77,9,Not Available,9,66,9,Not Available,9,75,9,Not Available,9,55,9,55,9,2,9,8,9,9
678162,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678165,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678166,2,11,2,11,86,11,2,11,78,11,2,11,72,11,2,11,75,11,67,11,65,11,14,11,11
678169,2,,1,,81,,2,,77,,2,,76,,2,,74,,65,,350,,28,,
678174,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678191,3,,2,,86,,3,,83,,3,,82,,3,,85,,78,,271,,15,,
678197,4,,4,,90,,4,,88,,3,,81,,4,,87,,81,,249,,28,,
678208,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678210,4,,4,,91,,5,,89,,4,,84,,4,,84,,79,,286,,24,,
678216,Not Available,9,Not Available,9,74,9,Not Available,9,79,9,Not Available,9,93,9,Not Available,9,86,9,48,9,7,9,18,9,9
678220,Not Available,9,Not Available,9,98,9,Not Available,9,100,9,Not Available,9,90,9,Not Available,9,100,9,100,9,5,9,36,9,9
678229,4,,5,,92,,3,,83,,3,,81,,4,,87,,73,,91,,32,,
678233,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678236,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678243,2,,2,,83,,3,,82,,1,,70,,2,,81,,69,,278,,25,,
678259,Not Available,9,Not Available,9,86,9,Not Available,9,84,9,Not Available,9,80,9,Not Available,9,97,9,81,9,5,9,10,9,9
678260,4,,4,,89,,5,,88,,3,,82,,4,,89,,83,,252,,21,,
678261,Not Available,9,Not Available,9,100,9,Not Available,9,96,9,Not Available,9,99,9,Not Available,9,100,9,100,9,6,9,46,9,9
678267,4,,4,,89,,4,,86,,3,,83,,3,,88,,79,,262,,23,,
678279,2,,2,,86,,3,,81,,2,,74,,2,,79,,79,,192,,14,,
678290,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678299,Not Available,11,Not Available,11,95,11,Not Available,11,83,11,Not Available,11,73,11,Not Available,11,89,11,75,11,13,11,22,11,11
678300,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678308,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678315,Not Available,9,Not Available,9,94,9,Not Available,9,94,9,Not Available,9,91,9,Not Available,9,100,9,100,9,10,9,28,9,9
678318,Not Available,11,Not Available,11,83,11,Not Available,11,83,11,Not Available,11,89,11,Not Available,11,76,11,74,11,29,11,16,11,11
678324,4,,4,,89,,5,,86,,4,,85,,4,,91,,82,,123,,22,,
678332,Not Available,9,Not Available,9,80,9,Not Available,9,76,9,Not Available,9,98,9,Not Available,9,85,9,85,9,7,9,9,9,9
678338,5,11,4,11,89,11,5,11,88,11,5,11,93,11,4,11,91,11,89,11,65,11,24,11,11
678341,Not Available,11,Not Available,11,84,11,Not Available,11,75,11,Not Available,11,77,11,Not Available,11,66,11,62,11,26,11,30,11,11
678352,5,11,3,11,87,11,5,11,91,11,5,11,93,11,5,11,90,11,87,11,60,11,28,11,11
678363,Not Available,11,Not Available,11,94,11,Not Available,11,94,11,Not Available,11,92,11,Not Available,11,83,11,66,11,12,11,16,11,11
678372,4,,4,,92,,4,,87,,4,,84,,4,,88,,85,,407,,32,,
678376,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678390,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678422,Not Available,11,Not Available,11,87,11,Not Available,11,88,11,Not Available,11,93,11,Not Available,11,89,11,69,11,12,11,12,11,11
678428,4,,3,,86,,3,,81,,4,,85,,4,,87,,82,,84,,29,,
678439,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678449,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678464,3,,2,,85,,3,,81,,4,,84,,3,,83,,79,,111,,19,,
678474,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
678475,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
